"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Otsoni [µg/m3]","Hengitettävät hiukkaset <10 µm [µg/m3]","Pienhiukkaset <2.5 µm [µg/m3]","Ilmanlaatuindeksi [1/5]"
"Helsinki Kallio 2","2021","5","21","08:00","72.9","-1.1","-0.2","2"
"Helsinki Kallio 2","2021","5","21","09:00","65.3","2.3","1.6","2"
"Helsinki Kallio 2","2021","5","21","10:00","76.6","-2.2","-1.6","2"
"Helsinki Kallio 2","2021","5","21","11:00","81.5","1.6","0.6","2"
"Helsinki Kallio 2","2021","5","21","12:00","72.3","3.8","1.6","2"
"Helsinki Kallio 2","2021","5","21","13:00","68.9","5.2","1.5","2"
"Helsinki Kallio 2","2021","5","21","14:00","69.3","9.3","2.4","2"
"Helsinki Kallio 2","2021","5","21","15:00","63.8","16","5.5","2"
"Helsinki Kallio 2","2021","5","21","16:00","69.3","15.3","2.6","2"
"Helsinki Kallio 2","2021","5","21","17:00","79.3","10.4","3.3","2"
"Helsinki Kallio 2","2021","5","21","18:00","79.8","-","-","2"
"Helsinki Kallio 2","2021","5","21","19:00","82.2","10.4","0.9","2"
"Helsinki Kallio 2","2021","5","21","20:00","77.1","16.9","3","2"
"Helsinki Kallio 2","2021","5","21","21:00","73.3","13.6","3.4","2"
"Helsinki Kallio 2","2021","5","21","22:00","69.3","4.1","1.5","2"
"Helsinki Kallio 2","2021","5","21","23:00","68.1","3.6","1.9","2"
"Helsinki Kallio 2","2021","5","22","00:00","65.6","4.6","2.7","2"
"Helsinki Kallio 2","2021","5","22","01:00","68.5","0.9","1.1","2"
"Helsinki Kallio 2","2021","5","22","02:00","62.6","5.3","3.8","2"
"Helsinki Kallio 2","2021","5","22","03:00","67","5.7","2","2"
"Helsinki Kallio 2","2021","5","22","04:00","69.7","1.9","1.3","2"
"Helsinki Kallio 2","2021","5","22","05:00","72","2.2","2.9","2"
"Helsinki Kallio 2","2021","5","22","06:00","76.1","7.7","5.4","2"
"Helsinki Kallio 2","2021","5","22","07:00","78.1","6.8","4.4","2"
"Helsinki Kallio 2","2021","5","22","08:00","75.6","7.3","5.3","2"
"Helsinki Kallio 2","2021","5","22","09:00","71.6","12.3","6.7","2"
"Helsinki Kallio 2","2021","5","22","10:00","69.4","17.2","7","2"
"Helsinki Kallio 2","2021","5","22","11:00","73.8","10.6","5.8","2"
"Helsinki Kallio 2","2021","5","22","12:00","83.1","11.1","5.3","2"
"Helsinki Kallio 2","2021","5","22","13:00","89.4","9.2","4.2","2"
"Helsinki Kallio 2","2021","5","22","14:00","95.7","11.1","2.6","2"
"Helsinki Kallio 2","2021","5","22","15:00","98.2","14.4","4.3","2"
"Helsinki Kallio 2","2021","5","22","16:00","99.1","10.1","4.7","2"
"Helsinki Kallio 2","2021","5","22","17:00","95.7","15.1","5.2","2"
"Helsinki Kallio 2","2021","5","22","18:00","89.5","26.5","8.8","2"
"Helsinki Kallio 2","2021","5","22","19:00","92.9","25.6","8.5","2"
"Helsinki Kallio 2","2021","5","22","20:00","95.9","13.2","5.8","2"
"Helsinki Kallio 2","2021","5","22","21:00","89","19","8.8","2"
"Helsinki Kallio 2","2021","5","22","22:00","86.7","15.9","6.3","2"
"Helsinki Kallio 2","2021","5","22","23:00","92.3","12.1","5.5","2"
"Helsinki Kallio 2","2021","5","23","00:00","94","4.5","4.1","2"
"Helsinki Kallio 2","2021","5","23","01:00","89.8","5.5","5","2"
"Helsinki Kallio 2","2021","5","23","02:00","93.4","3.8","4","2"
"Helsinki Kallio 2","2021","5","23","03:00","95","1.1","2.3","2"
"Helsinki Kallio 2","2021","5","23","04:00","91.4","3.7","3.2","2"
"Helsinki Kallio 2","2021","5","23","05:00","82.2","4.9","5.1","2"
"Helsinki Kallio 2","2021","5","23","06:00","75.2","6.1","6.5","2"
"Helsinki Kallio 2","2021","5","23","07:00","70.5","6","5.8","2"
"Helsinki Kallio 2","2021","5","23","08:00","71","8.3","5.7","2"
"Helsinki Kallio 2","2021","5","23","09:00","69.3","9.5","6.5","2"
"Helsinki Kallio 2","2021","5","23","10:00","65.6","6.8","6.8","2"
"Helsinki Kallio 2","2021","5","23","11:00","68.9","7.8","7","2"
"Helsinki Kallio 2","2021","5","23","12:00","72.9","9.9","6.3","2"
"Helsinki Kallio 2","2021","5","23","13:00","87.5","5.7","3.4","2"
"Helsinki Kallio 2","2021","5","23","14:00","92.3","4.5","4.5","2"
"Helsinki Kallio 2","2021","5","23","15:00","92.8","14","4.8","2"
"Helsinki Kallio 2","2021","5","23","16:00","91.4","5.2","3.5","2"
"Helsinki Kallio 2","2021","5","23","17:00","88.6","24.8","10.6","2"
"Helsinki Kallio 2","2021","5","23","18:00","77.6","25.5","8.9","2"
"Helsinki Kallio 2","2021","5","23","19:00","73","15.2","7.3","2"
"Helsinki Kallio 2","2021","5","23","20:00","62.2","11.9","6.8","2"
"Helsinki Kallio 2","2021","5","23","21:00","75.8","-","-","2"
"Helsinki Kallio 2","2021","5","23","22:00","78.3","5.1","2.8","2"
"Helsinki Kallio 2","2021","5","23","23:00","71.9","7.1","5.2","2"
"Helsinki Kallio 2","2021","5","24","00:00","68.6","7.6","6","2"
"Helsinki Kallio 2","2021","5","24","01:00","63.8","6.8","5.5","2"
"Helsinki Kallio 2","2021","5","24","02:00","63","6.5","5.4","2"
"Helsinki Kallio 2","2021","5","24","03:00","60.9","8","6.4","2"
"Helsinki Kallio 2","2021","5","24","04:00","56.4","6.2","5.6","1"
"Helsinki Kallio 2","2021","5","24","05:00","49.9","4.5","4","1"
"Helsinki Kallio 2","2021","5","24","06:00","42.6","7","4.2","1"
"Helsinki Kallio 2","2021","5","24","07:00","37.9","3.8","3.8","1"
"Helsinki Kallio 2","2021","5","24","08:00","32.3","11.7","4.7","1"
"Helsinki Kallio 2","2021","5","24","09:00","36.6","12.2","2","1"
"Helsinki Kallio 2","2021","5","24","10:00","46.4","25.1","1.9","2"
"Helsinki Kallio 2","2021","5","24","11:00","53.2","38","3.1","2"
"Helsinki Kallio 2","2021","5","24","12:00","48.3","41.4","11.1","2"
"Helsinki Kallio 2","2021","5","24","13:00","50.1","30.9","7.4","2"
"Helsinki Kallio 2","2021","5","24","14:00","51.9","24.8","6.6","2"
"Helsinki Kallio 2","2021","5","24","15:00","53.3","28.2","6.1","2"
"Helsinki Kallio 2","2021","5","24","16:00","53.2","38.9","6.7","2"
"Helsinki Kallio 2","2021","5","24","17:00","56.1","37.8","4.9","2"
"Helsinki Kallio 2","2021","5","24","18:00","61.6","32.3","3.6","2"
"Helsinki Kallio 2","2021","5","24","19:00","66.8","17.2","3","2"
"Helsinki Kallio 2","2021","5","24","20:00","65.4","16.8","3.9","2"
"Helsinki Kallio 2","2021","5","24","21:00","61.6","26.6","5.8","2"
"Helsinki Kallio 2","2021","5","24","22:00","54.1","30.1","7.1","2"
"Helsinki Kallio 2","2021","5","24","23:00","54","35.7","6.8","2"
"Helsinki Kallio 2","2021","5","25","00:00","50.1","9.3","4.8","1"
"Helsinki Kallio 2","2021","5","25","01:00","43.9","9.7","6.9","1"
"Helsinki Kallio 2","2021","5","25","02:00","38.6","9.8","6.1","1"
"Helsinki Kallio 2","2021","5","25","03:00","36.8","8.8","5.6","1"
"Helsinki Kallio 2","2021","5","25","04:00","32","5.9","4.1","1"
"Helsinki Kallio 2","2021","5","25","05:00","26.9","6.1","4.2","1"
"Helsinki Kallio 2","2021","5","25","06:00","25.4","7.9","4.5","1"
"Helsinki Kallio 2","2021","5","25","07:00","32.9","6.4","3.9","1"
"Helsinki Kallio 2","2021","5","25","08:00","32.2","45.9","4.7","2"
"Helsinki Kallio 2","2021","5","25","09:00","34.9","53.6","8.2","3"
"Helsinki Kallio 2","2021","5","25","10:00","42.4","15.1","4.2","1"
"Helsinki Kallio 2","2021","5","25","11:00","44.3","15.4","3.4","1"
"Helsinki Kallio 2","2021","5","25","12:00","42","18.1","4.4","1"
"Helsinki Kallio 2","2021","5","25","13:00","35.7","28.6","5.3","2"
"Helsinki Kallio 2","2021","5","25","14:00","58.9","12.3","1.5","1"
"Helsinki Kallio 2","2021","5","25","15:00","61.2","16.9","-0.5","2"
"Helsinki Kallio 2","2021","5","25","16:00","66.1","28.9","2.8","2"
"Helsinki Kallio 2","2021","5","25","17:00","64.8","29.6","4.3","2"
"Helsinki Kallio 2","2021","5","25","18:00","66.5","16","2.3","2"
"Helsinki Kallio 2","2021","5","25","19:00","62.9","25.7","3.4","2"
"Helsinki Kallio 2","2021","5","25","20:00","66.2","9.1","2","2"
"Helsinki Kallio 2","2021","5","25","21:00","63.2","11.9","4.8","2"
"Helsinki Kallio 2","2021","5","25","22:00","62.5","8.5","4.7","2"
"Helsinki Kallio 2","2021","5","25","23:00","62.5","4.2","2.4","2"
"Helsinki Kallio 2","2021","5","26","00:00","67.4","8.9","4","2"
"Helsinki Kallio 2","2021","5","26","01:00","63.5","4.7","3.9","2"
"Helsinki Kallio 2","2021","5","26","02:00","50.2","10.4","6.2","1"
"Helsinki Kallio 2","2021","5","26","03:00","55.5","10.9","1.6","1"
"Helsinki Kallio 2","2021","5","26","04:00","58.4","7.8","0.5","1"
"Helsinki Kallio 2","2021","5","26","05:00","61.7","9.6","1.9","2"
"Helsinki Kallio 2","2021","5","26","06:00","59.7","9.5","1.7","1"
"Helsinki Kallio 2","2021","5","26","07:00","53.9","9.2","2.7","1"
"Helsinki Kallio 2","2021","5","26","08:00","45.5","12.7","3.3","1"
"Helsinki Kallio 2","2021","5","26","09:00","44","21.8","2.1","2"
"Helsinki Kallio 2","2021","5","26","10:00","42.6","16.2","2.8","1"
"Helsinki Kallio 2","2021","5","26","11:00","43.5","8.7","2.4","1"
"Helsinki Kallio 2","2021","5","26","12:00","50.5","4.9","1.3","1"
"Helsinki Kallio 2","2021","5","26","13:00","52.6","3.3","1","1"
"Helsinki Kallio 2","2021","5","26","14:00","50.9","3.5","0.4","1"
"Helsinki Kallio 2","2021","5","26","15:00","51","5.2","1.9","1"
"Helsinki Kallio 2","2021","5","26","16:00","51.6","2.8","-0.9","1"
"Helsinki Kallio 2","2021","5","26","17:00","49.6","-0.6","0.4","1"
"Helsinki Kallio 2","2021","5","26","18:00","49.8","3.6","1.5","1"
"Helsinki Kallio 2","2021","5","26","19:00","81.7","3.3","3.7","2"
"Helsinki Kallio 2","2021","5","26","20:00","93.5","4.1","3.6","2"
"Helsinki Kallio 2","2021","5","26","21:00","75.9","5.9","4.3","2"
"Helsinki Kallio 2","2021","5","26","22:00","73.9","4.3","4.1","2"
"Helsinki Kallio 2","2021","5","26","23:00","74.2","5.4","3.9","2"
"Helsinki Kallio 2","2021","5","27","00:00","81.1","3.9","3.5","2"
"Helsinki Kallio 2","2021","5","27","01:00","74.4","4.2","4.1","2"
"Helsinki Kallio 2","2021","5","27","02:00","69.7","7.8","4.3","2"
"Helsinki Kallio 2","2021","5","27","03:00","63.1","2.5","3.8","2"
"Helsinki Kallio 2","2021","5","27","04:00","59.7","5","3.7","1"
"Helsinki Kallio 2","2021","5","27","05:00","58.3","4.5","4.1","1"
"Helsinki Kallio 2","2021","5","27","06:00","53.2","6.7","5.4","1"
"Helsinki Kallio 2","2021","5","27","07:00","49.5","6.8","5.8","1"
"Helsinki Kallio 2","2021","5","27","08:00","32.4","8.5","6.9","1"
"Helsinki Kallio 2","2021","5","27","09:00","37.9","9.9","6.2","1"
"Helsinki Kallio 2","2021","5","27","10:00","41","11.6","6.4","1"
"Helsinki Kallio 2","2021","5","27","11:00","40.8","18.1","8","1"
"Helsinki Kallio 2","2021","5","27","12:00","41.9","14","7.2","1"
"Helsinki Kallio 2","2021","5","27","13:00","38.7","15.4","7.5","1"
"Helsinki Kallio 2","2021","5","27","14:00","-","14.8","6.9","1"
"Helsinki Kallio 2","2021","5","27","15:00","-","17.3","6.9","1"
"Helsinki Kallio 2","2021","5","27","16:00","55.7","19.6","6.1","1"
"Helsinki Kallio 2","2021","5","27","17:00","56.7","16.1","5.6","1"
"Helsinki Kallio 2","2021","5","27","18:00","53.1","24.2","6.4","2"
"Helsinki Kallio 2","2021","5","27","19:00","58","23.4","5.7","2"
"Helsinki Kallio 2","2021","5","27","20:00","53.4","26.9","5.8","2"
"Helsinki Kallio 2","2021","5","27","21:00","45.6","18.5","5.4","1"
"Helsinki Kallio 2","2021","5","27","22:00","41.3","11.9","5.6","1"
"Helsinki Kallio 2","2021","5","27","23:00","39.3","16.3","5.6","1"
"Helsinki Kallio 2","2021","5","28","00:00","25.2","15.1","6.8","1"
"Helsinki Kallio 2","2021","5","28","01:00","15.2","12.2","7.6","1"
"Helsinki Kallio 2","2021","5","28","02:00","14.8","7.5","5.3","1"
"Helsinki Kallio 2","2021","5","28","03:00","25.4","5.1","5.6","1"
"Helsinki Kallio 2","2021","5","28","04:00","23.4","9.9","8.2","1"
"Helsinki Kallio 2","2021","5","28","05:00","33.9","6.9","6.5","1"
"Helsinki Kallio 2","2021","5","28","06:00","36.1","2.8","3.5","1"
"Helsinki Kallio 2","2021","5","28","07:00","28.3","7.2","5.8","1"
"Helsinki Kallio 2","2021","5","28","08:00","30.6","10.5","3.7","1"
"Helsinki Kallio 2","2021","5","28","09:00","33.5","25","5.2","2"
"Helsinki Kallio 2","2021","5","28","10:00","57.4","16.4","2.5","1"
"Helsinki Kallio 2","2021","5","28","11:00","62.6","23.7","2.1","2"
"Helsinki Kallio 2","2021","5","28","12:00","59","22.7","-0.8","2"
"Helsinki Kallio 2","2021","5","28","13:00","56","36.7","0.9","2"
"Helsinki Kallio 2","2021","5","28","14:00","59.3","34.1","1.2","2"
"Helsinki Kallio 2","2021","5","28","15:00","62.3","28.3","2.3","2"
"Helsinki Kallio 2","2021","5","28","16:00","62.1","14.8","3.5","2"
"Helsinki Kallio 2","2021","5","28","17:00","65.2","15.5","1.7","2"
"Helsinki Kallio 2","2021","5","28","18:00","67.5","13.4","1.6","2"
"Helsinki Kallio 2","2021","5","28","19:00","66.3","27.1","5","2"
"Helsinki Kallio 2","2021","5","28","20:00","62.4","14.7","3.1","2"
"Helsinki Kallio 2","2021","5","28","21:00","60.7","9.8","3.1","2"
"Helsinki Kallio 2","2021","5","28","22:00","64","5.5","1","2"
"Helsinki Kallio 2","2021","5","28","23:00","61","3.7","3.3","2"
"Helsinki Kallio 2","2021","5","29","00:00","57.3","5.7","4.2","1"
"Helsinki Kallio 2","2021","5","29","01:00","58.1","3","2.6","1"
"Helsinki Kallio 2","2021","5","29","02:00","55.8","0.2","1.1","1"
"Helsinki Kallio 2","2021","5","29","03:00","60.9","0.3","0.7","2"
"Helsinki Kallio 2","2021","5","29","04:00","60.1","4.3","3.2","2"
"Helsinki Kallio 2","2021","5","29","05:00","59","5.5","4.3","1"
"Helsinki Kallio 2","2021","5","29","06:00","58.4","3.8","3.8","1"
"Helsinki Kallio 2","2021","5","29","07:00","56","4.8","4","1"
"Helsinki Kallio 2","2021","5","29","08:00","55.3","9.5","4.3","1"
"Helsinki Kallio 2","2021","5","29","09:00","61.9","8.4","3.9","2"
"Helsinki Kallio 2","2021","5","29","10:00","71.1","6.4","2.2","2"
"Helsinki Kallio 2","2021","5","29","11:00","72","14.4","4.3","2"
"Helsinki Kallio 2","2021","5","29","12:00","75.2","8.3","3.4","2"
"Helsinki Kallio 2","2021","5","29","13:00","76.2","6.8","3.9","2"
"Helsinki Kallio 2","2021","5","29","14:00","79.4","4.3","2.6","2"
"Helsinki Kallio 2","2021","5","29","15:00","80.7","2.8","3.6","2"
"Helsinki Kallio 2","2021","5","29","16:00","80.6","2.1","3.2","2"
"Helsinki Kallio 2","2021","5","29","17:00","75","10","5.5","2"
"Helsinki Kallio 2","2021","5","29","18:00","74.1","10.5","5.2","2"
"Helsinki Kallio 2","2021","5","29","19:00","71.7","9.9","6.1","2"
"Helsinki Kallio 2","2021","5","29","20:00","72.5","10.9","6.9","2"
"Helsinki Kallio 2","2021","5","29","21:00","65.9","14.8","6.3","2"
"Helsinki Kallio 2","2021","5","29","22:00","67.8","8","5.1","2"
"Helsinki Kallio 2","2021","5","29","23:00","64","10.5","7.6","2"
"Helsinki Kallio 2","2021","5","30","00:00","52.3","10.5","6.9","1"
"Helsinki Kallio 2","2021","5","30","01:00","36.4","14.6","7.7","1"
"Helsinki Kallio 2","2021","5","30","02:00","54.5","6.2","3.7","1"
"Helsinki Kallio 2","2021","5","30","03:00","59.7","5.7","4.6","1"
"Helsinki Kallio 2","2021","5","30","04:00","53.7","8.2","6.5","1"
"Helsinki Kallio 2","2021","5","30","05:00","50.5","7.7","6.4","1"
"Helsinki Kallio 2","2021","5","30","06:00","52.9","6.5","4.9","1"
"Helsinki Kallio 2","2021","5","30","07:00","47.9","4.7","5.4","1"
"Helsinki Kallio 2","2021","5","30","08:00","48.5","8.2","5.8","1"
"Helsinki Kallio 2","2021","5","30","09:00","59.4","3","2.8","1"
"Helsinki Kallio 2","2021","5","30","10:00","70.4","0.7","1.8","2"
"Helsinki Kallio 2","2021","5","30","11:00","72.1","7.3","4.5","2"
"Helsinki Kallio 2","2021","5","30","12:00","70.5","14.6","5.5","2"
"Helsinki Kallio 2","2021","5","30","13:00","72.2","8.7","3.1","2"
"Helsinki Kallio 2","2021","5","30","14:00","66.4","13.9","6","2"
"Helsinki Kallio 2","2021","5","30","15:00","68.7","6.1","3.2","2"
"Helsinki Kallio 2","2021","5","30","16:00","69.6","3.6","2.9","2"
"Helsinki Kallio 2","2021","5","30","17:00","71","9.7","4","2"
"Helsinki Kallio 2","2021","5","30","18:00","70.6","7.9","3","2"
"Helsinki Kallio 2","2021","5","30","19:00","67","7","1.8","2"
"Helsinki Kallio 2","2021","5","30","20:00","63.3","11","3.5","2"
"Helsinki Kallio 2","2021","5","30","21:00","70.8","4.5","1.4","2"
"Helsinki Kallio 2","2021","5","30","22:00","67.1","7.9","4.3","2"
"Helsinki Kallio 2","2021","5","30","23:00","66.8","6.9","3.8","2"
"Helsinki Kallio 2","2021","5","31","00:00","65.6","7.4","4.6","2"
"Helsinki Kallio 2","2021","5","31","01:00","66.7","7","4.2","2"
"Helsinki Kallio 2","2021","5","31","02:00","70.2","6.9","3.8","2"
"Helsinki Kallio 2","2021","5","31","03:00","74.6","3","2.9","2"
"Helsinki Kallio 2","2021","5","31","04:00","78.2","6.5","4.4","2"
"Helsinki Kallio 2","2021","5","31","05:00","75.1","9.8","5.4","2"
"Helsinki Kallio 2","2021","5","31","06:00","69.8","7.6","6.3","2"
"Helsinki Kallio 2","2021","5","31","07:00","66.4","7.2","3.3","2"
"Helsinki Kallio 2","2021","5","31","08:00","59.6","42.6","7.2","2"
"Helsinki Kallio 2","2021","5","31","09:00","59.2","26.1","5.3","2"
"Helsinki Kallio 2","2021","5","31","10:00","61.5","16.2","1.6","2"
"Helsinki Kallio 2","2021","5","31","11:00","60","31","5.8","2"
"Helsinki Kallio 2","2021","5","31","12:00","63.8","18.2","3.4","2"
"Helsinki Kallio 2","2021","5","31","13:00","64.3","24.5","5","2"
"Helsinki Kallio 2","2021","5","31","14:00","63.2","32","6.4","2"
"Helsinki Kallio 2","2021","5","31","15:00","66.8","9.6","2.5","2"
"Helsinki Kallio 2","2021","5","31","16:00","73.3","18.4","0","2"
"Helsinki Kallio 2","2021","5","31","17:00","73.9","23.3","5.2","2"
"Helsinki Kallio 2","2021","5","31","18:00","80.8","24.9","6.4","2"
"Helsinki Kallio 2","2021","5","31","19:00","80.3","16.5","6.9","2"
"Helsinki Kallio 2","2021","5","31","20:00","70.8","13.9","6.7","2"
"Helsinki Kallio 2","2021","5","31","21:00","66.9","26","10.4","2"
"Helsinki Kallio 2","2021","5","31","22:00","62.8","16.8","8.4","2"
"Helsinki Kallio 2","2021","5","31","23:00","61.7","8","7.4","2"
"Helsinki Kallio 2","2021","6","1","00:00","55.7","10.1","8.8","1"
"Helsinki Kallio 2","2021","6","1","01:00","56.7","5.8","5.3","1"
"Helsinki Kallio 2","2021","6","1","02:00","53.1","5","5.1","1"
"Helsinki Kallio 2","2021","6","1","03:00","50","4.6","4.7","1"
"Helsinki Kallio 2","2021","6","1","04:00","45.5","4.5","4.8","1"
"Helsinki Kallio 2","2021","6","1","05:00","42.4","5.6","6","1"
"Helsinki Kallio 2","2021","6","1","06:00","41.2","4.8","5.1","1"
"Helsinki Kallio 2","2021","6","1","07:00","38.8","5","5.1","1"
"Helsinki Kallio 2","2021","6","1","08:00","35.3","8.6","5.7","1"
"Helsinki Kallio 2","2021","6","1","09:00","45.4","13.3","6","1"
"Helsinki Kallio 2","2021","6","1","10:00","54.9","12.1","8.4","1"
"Helsinki Kallio 2","2021","6","1","11:00","58.6","14.7","5.9","1"
"Helsinki Kallio 2","2021","6","1","12:00","73.1","13.2","4.8","2"
"Helsinki Kallio 2","2021","6","1","13:00","88.2","21.8","4.8","2"
"Helsinki Kallio 2","2021","6","1","14:00","92.5","20","6.6","2"
"Helsinki Kallio 2","2021","6","1","15:00","91.8","21.9","8.8","2"
"Helsinki Kallio 2","2021","6","1","16:00","93.5","33.6","8.9","2"
"Helsinki Kallio 2","2021","6","1","17:00","95.2","26","6.8","2"
"Helsinki Kallio 2","2021","6","1","18:00","93.4","26.3","7.7","2"
"Helsinki Kallio 2","2021","6","1","19:00","92.3","10.3","7.1","2"
"Helsinki Kallio 2","2021","6","1","20:00","87.6","19.6","6.8","2"
"Helsinki Kallio 2","2021","6","1","21:00","86","36","6.9","2"
"Helsinki Kallio 2","2021","6","1","22:00","78.1","25","10.5","2"
"Helsinki Kallio 2","2021","6","1","23:00","76.1","27.4","8.7","2"
"Helsinki Kallio 2","2021","6","2","00:00","53.5","24.6","11","2"
"Helsinki Kallio 2","2021","6","2","01:00","44.9","24.1","12.2","2"
"Helsinki Kallio 2","2021","6","2","02:00","44.7","16.9","10.4","2"
"Helsinki Kallio 2","2021","6","2","03:00","43.5","13.9","10.2","2"
"Helsinki Kallio 2","2021","6","2","04:00","34.9","15.1","10.1","2"
"Helsinki Kallio 2","2021","6","2","05:00","50.1","9.1","6.7","1"
"Helsinki Kallio 2","2021","6","2","06:00","55.3","7.2","5.4","1"
"Helsinki Kallio 2","2021","6","2","07:00","48.2","11.4","7.6","1"
"Helsinki Kallio 2","2021","6","2","08:00","48.8","17.6","7.6","1"
"Helsinki Kallio 2","2021","6","2","09:00","60.5","23.4","11","2"
"Helsinki Kallio 2","2021","6","2","10:00","73.6","24.3","12.2","2"
"Helsinki Kallio 2","2021","6","2","11:00","75.9","24.2","7.6","2"
"Helsinki Kallio 2","2021","6","2","12:00","61.9","41.9","11.4","2"
"Helsinki Kallio 2","2021","6","2","13:00","73.7","96.4","12.4","3"
"Helsinki Kallio 2","2021","6","2","14:00","81.6","77.4","11.1","3"
"Helsinki Kallio 2","2021","6","2","15:00","80.4","77.6","10.2","3"
"Helsinki Kallio 2","2021","6","2","16:00","80.8","37.4","6.7","2"
"Helsinki Kallio 2","2021","6","2","17:00","80.3","20.9","4.4","2"
"Helsinki Kallio 2","2021","6","2","18:00","79.8","29","7.6","2"
"Helsinki Kallio 2","2021","6","2","19:00","75.9","39.1","3.7","2"
"Helsinki Kallio 2","2021","6","2","20:00","65.9","13.7","3.8","2"
"Helsinki Kallio 2","2021","6","2","21:00","71.1","20.2","8.1","2"
"Helsinki Kallio 2","2021","6","2","22:00","69.6","34.1","7.8","2"
